レースID(新),レース名,発走時刻,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード
202608080101050101,未勝利・牝,10:00,３歳,ダ,1700,1,1,, ルージュエピック,牝,3,河原田菜,51★,5,108.25,7,41.2,10, 0.53,33.7,,,,,11.1,未勝利,1,12,023
202608080101050102,未勝利・牝,10:00,３歳,ダ,1700,2,2,, セラサイト,牝,3,小林美駒,52▲,11,108.54,8,69.4,2, 0.82, 5.5,,,,,10.7,未勝利,1,12,023
202608080101050103,未勝利・牝,10:00,３歳,ダ,1700,3,3,, ジェイストリーク,牝,3,岩田望来, 55 ,3,108.17,5,55.0,7, 0.45,19.9,,,,,9.7,未勝利,1,12,023
202608080101050104,未勝利・牝,10:00,３歳,ダ,1700,3,4,, アルデバローズ,牝,3,横山琉人, 55 ,7,109.30,12,27.6,13, 1.58,47.3,,,,,187.3,未勝利,1,12,023
202608080101050105,未勝利・牝,10:00,３歳,ダ,1700,4,5,, サマースプラッシュ,牝,3,佐々木大, 55 ,7,109.27,11,36.7,12, 1.55,38.2,,,,,118.7,未勝利,1,12,023
202608080101050106,未勝利・牝,10:00,３歳,ダ,1700,4,6,, ルージュボニート,牝,3,横山武史, 55 ,3,108.16,4,67.0,3, 0.44, 7.9,,,,,2.8,未勝利,1,12,023
202608080101050107,未勝利・牝,10:00,３歳,ダ,1700,5,7,, ハスカップジャム,牝,3,長浜鴻緒,54☆,4,110.45,14,12.2,14, 2.73,62.7,,,,,364.0,未勝利,1,12,023
202608080101050108,未勝利・牝,10:00,３歳,ダ,1700,5,8,, サンエンジェルス,牝,3,浜中俊, 55 ,6,109.02,10,43.7,8, 1.30,31.2,,,,,12.2,未勝利,1,12,023
202608080101050109,未勝利・牝,10:00,３歳,ダ,1700,6,9,, フィーユレアル,牝,3,斎藤新, 55 ,9,107.72,1,62.7,6,-0.22,12.2,,,,,21.0,未勝利,1,12,023
202608080101050110,未勝利・牝,10:00,３歳,ダ,1700,6,10,, マーゴットクリュグ,牝,3,松本大輝, 55 ,8,107.95,3,64.0,4, 0.23,10.9,,,,,10.6,未勝利,1,12,023
202608080101050111,未勝利・牝,10:00,３歳,ダ,1700,7,11,, ルパピヨンブラン,牝,3,川又賢治, 55 ,10,108.19,6,63.4,5, 0.47,11.5,,,,,46.3,未勝利,1,12,023
202608080101050112,未勝利・牝,10:00,３歳,ダ,1700,7,12,, ワイルドカグラ,牝,3,小沢大仁, 55 ,4,109.69,13,38.9,11, 1.97,36.0,,,,,57.4,未勝利,1,12,023
202608080101050113,未勝利・牝,10:00,３歳,ダ,1700,8,13,, シャドウルーラー,牝,3,松山弘平, 55 ,4,108.92,9,42.6,9, 1.20,32.3,,,,,7.6,未勝利,1,12,023
202608080101050114,未勝利・牝,10:00,３歳,ダ,1700,8,14,, ジーティービキニ,牝,3,舟山瑠泉,54☆,10,107.94,2,74.9,1, 0.22,-5.5,,,,,4.7,未勝利,1,12,023
202608080101050201,未勝利*,10:30,２歳,芝,1500,1,1,, ランダムナンバー,牡,2,浜中俊, 55 ,1,88.78,1,52.5,6,-1.92,21.3,,,,,16.9,未勝利,2,11,A03
202608080101050202,未勝利*,10:30,２歳,芝,1500,2,2,, ショパンコンクール,牡,2,横山琉人, 55 ,2,91.73,10,70.7,3, 2.95, 3.1,,,,,9.3,未勝利,2,11,A03
202608080101050203,未勝利*,10:30,２歳,芝,1500,3,3,, アルデシンザン,牡,2,佐々木大, 55 ,1,91.44,7,28.0,12, 2.66,45.8,,,,,3.2,未勝利,2,11,A03
202608080101050204,未勝利*,10:30,２歳,芝,1500,4,4,, リアルジャパン,牡,2,吉田隼人, 55 ,3,91.18,5,63.8,4, 2.40,10.0,,,,,11.2,未勝利,2,11,A03
202608080101050205,未勝利*,10:30,２歳,芝,1500,4,5,, トルネードサンダー,牝,2,岩田康誠, 55 ,1,91.61,9,48.1,8, 2.83,25.7,,,,,9.4,未勝利,2,11,A03
202608080101050206,未勝利*,10:30,２歳,芝,1500,5,6,, アズライトティアラ,牝,2,舟山瑠泉,54☆,2,91.38,6,59.3,5, 2.60,14.5,,,,,65.3,未勝利,2,11,A03
202608080101050207,未勝利*,10:30,２歳,芝,1500,5,7,, チカバリエンテ,牝,2,小林美駒,52▲,3,90.91,3,73.8,1, 2.13,-2.0,,,,,3.0,未勝利,2,11,A03
202608080101050208,未勝利*,10:30,２歳,芝,1500,6,8,, サンシルヴァリー,牝,2,川又賢治, 55 ,1,92.10,12,28.3,11, 3.32,45.5,,,,,106.6,未勝利,2,11,A03
202608080101050209,未勝利*,10:30,２歳,芝,1500,6,9,, ライフイズアート,牝,2,岩田望来, 55 ,2,90.70,2,71.8,2, 1.92, 2.0,,,,,8.1,未勝利,2,11,A03
202608080101050210,未勝利*,10:30,２歳,芝,1500,7,10,, ジャストワナフライ,牡,2,斎藤新, 55 ,1,90.96,4,48.0,9, 2.18,25.8,,,,,24.7,未勝利,2,11,A03
202608080101050211,未勝利*,10:30,２歳,芝,1500,7,11,, ルギッドドランジュ,牝,2,北村友一, 55 ,1,91.46,8,49.5,7, 2.68,24.3,,,,,17.8,未勝利,2,11,A03
202608080101050212,未勝利*,10:30,２歳,芝,1500,8,12,, ゴートゥービッツン,牝,2,遠藤汰月,52▲,3,91.82,11,36.1,10, 3.04,37.7,,,,,147.9,未勝利,2,11,A03
202608080101050213,未勝利*,10:30,２歳,芝,1500,8,13,, リラカリス,牝,2,河原田菜,51★,1,92.36,13,19.5,13, 3.58,54.3,,,,,256.3,未勝利,2,11,A03
202608080101050301,未勝利,11:00,３歳,ダ,1700,1,1,, ホウオウチャールズ,牡,3,斎藤新, 57 ,6,109.20,14,19.7,13, 2.56,59.6,,,,,184.5,未勝利,3,12,003
202608080101050302,未勝利,11:00,３歳,ダ,1700,2,2,, ジングアップ,牡,3,池添謙一, 57 ,5,108.22,8,35.6,12, 1.58,43.7,,,,,46.8,未勝利,3,12,003
202608080101050303,未勝利,11:00,３歳,ダ,1700,3,3,, ロスニーニョス,牡,3,古川吉洋, 57 ,12,108.37,9,41.8,9, 1.73,37.5,,,,,292.8,未勝利,3,12,003
202608080101050304,未勝利,11:00,３歳,ダ,1700,3,4,, シンエンドーツダ,牡,3,岩田康誠, 57 ,13,106.67,2,79.3,1, 0.03,-3.4,,,,,3.6,未勝利,3,12,003
202608080101050305,未勝利,11:00,３歳,ダ,1700,4,5,, フロムザムーン,牡,3,大久保友,54▲,10,107.70,5,40.2,11, 1.06,39.1,,,,,48.5,未勝利,3,12,003
202608080101050306,未勝利,11:00,３歳,ダ,1700,4,6,, ニシノモリミチ,牡,3,小林美駒,54▲,9,108.48,10,64.9,4, 1.84,14.4,,,,,8.2,未勝利,3,12,003
202608080101050307,未勝利,11:00,３歳,ダ,1700,5,7,, ダディーズソード,牡,3,古川奈穂,55◇,4,109.16,13,12.4,14, 2.52,66.9,,,,,283.3,未勝利,3,12,003
202608080101050308,未勝利,11:00,３歳,ダ,1700,5,8,, デルマバンダイサン,牡,3,松本大輝, 57 ,6,107.80,6,61.9,5, 1.16,17.4,,,,,16.3,未勝利,3,12,003
202608080101050309,未勝利,11:00,３歳,ダ,1700,6,9,, ヘリオポリス,牡,3,和田陽希,54▲,2,108.78,12,40.6,10, 2.14,38.7,,,,,449.1,未勝利,3,12,003
202608080101050310,未勝利,11:00,３歳,ダ,1700,6,10,, リン,牡,3,横山和生, 57 ,6,106.64,1,56.3,6,-0.03,23.0,,,,,5.1,未勝利,3,12,003
202608080101050311,未勝利,11:00,３歳,ダ,1700,7,11,, ビレッジルイーザ,牝,3,岩田望来, 55 ,12,107.61,4,69.8,3, 0.97, 9.5,,,,,15.3,未勝利,3,12,003
202608080101050312,未勝利,11:00,３歳,ダ,1700,7,12,, マルシュボヌール,牝,3,北村友一, 55 ,6,107.95,7,51.7,7, 1.31,27.6,,,,,23.3,未勝利,3,12,003
202608080101050313,未勝利,11:00,３歳,ダ,1700,8,13,, イトシサ,牡,3,舟山瑠泉,56☆,7,107.54,3,75.9,2, 0.90, 3.4,,,,,4.4,未勝利,3,12,003
202608080101050314,未勝利,11:00,３歳,ダ,1700,8,14,, インタノン,牡,3,佐々木大, 57 ,4,108.50,11,49.3,8, 1.86,30.0,,,,,4.6,未勝利,3,12,003
202608080101050401,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,1,1,, サンウリエル,牡,5,川又賢治, 58 ,24,89.27,8,44.4,9, 0.85,33.4,,,,,47.5,1勝,4,13,A03
202608080101050402,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,2,2,, アセンブリールーム,牡,4,池添謙一, 58 ,9,88.52,2,60.7,6, 0.10,17.1,,,,,7.0,1勝,4,13,A03
202608080101050403,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,3,3,, アッシュバーグ,牝,5,長浜鴻緒,55☆,13,90.00,13,24.0,14, 1.58,53.8,,,,,177.7,1勝,4,13,A03
202608080101050404,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,3,4,, ダノンフィオーレ,牝,4,北村友一, 56 ,5,89.31,9,64.3,2, 0.89,13.5,,,,,6.9,1勝,4,13,A03
202608080101050405,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,4,5,, コスモレッド,牝,3,小沢大仁, 53 ,7,89.12,6,51.8,8, 0.70,26.0,,,,,72.9,1勝,4,13,A03
202608080101050406,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,4,6,, ネッタイヤライ,牡,3,古川奈穂,53◇,8,88.82,3,61.5,5, 0.40,16.3,,,,,12.7,1勝,4,13,A03
202608080101050407,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,5,7,, ルーチェフィオーレ,牝,3,横山和生, 53 ,4,89.59,10,52.8,7, 1.17,25.0,,,,,14.5,1勝,4,13,A03
202608080101050408,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,5,8,, ブライトフレア,牡,3,浜中俊, 55 ,7,89.87,11,36.0,11, 1.45,41.8,,,,,63.8,1勝,4,13,A03
202608080101050409,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,6,9,, ペイシャアーサー,牡,4,遠藤汰月,55▲,12,89.89,12,34.3,12, 1.47,43.5,,,,,287.7,1勝,4,13,A03
202608080101050410,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,6,10,, フレッチャアズーラ,牝,3,岩田望来, 53 ,7,88.42,1,77.8,1,-0.10,-13.5,,,,,3.3,1勝,4,13,A03
202608080101050411,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,7,11,, バルボアパーク,牝,3,舟山瑠泉,52☆,5,88.91,5,37.8,10, 0.49,40.0,,,,,6.7,1勝,4,13,A03
202608080101050412,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,7,12,, スタードメイソン,牝,4,和田陽希,53▲,7,90.09,14,26.9,13, 1.67,50.9,,,,,279.7,1勝,4,13,A03
202608080101050413,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,8,13,, モルニケ,牝,3,横山武史, 53 ,6,88.90,4,63.1,4, 0.48,14.7,,,,,5.5,1勝,4,13,A03
202608080101050414,１勝ｸﾗｽ,11:30,３歳以上,芝,1500,8,14,, グロリアスマーチ,牡,3,佐々木大, 55 ,10,89.26,7,63.9,3, 0.84,13.9,,,,,7.9,1勝,4,13,A03
202608080101050501,新馬,12:20,２歳,芝,1800,1,1,, レイテスツドリーム,牡,2,和田陽希,52▲,0,113.60,12,30.4,11, 2.80,44.7,,,,,199.8,新馬,5,11,A03
202608080101050502,新馬,12:20,２歳,芝,1800,2,2,, ジーフォーリア,牡,2,横山武史, 55 ,0,112.41,8,61.2,5, 1.61,13.9,,,,,4.1,新馬,5,11,A03
202608080101050503,新馬,12:20,２歳,芝,1800,3,3,, イドム,牡,2,松本大輝, 55 ,0,112.74,9,29.8,12, 1.94,45.3,,,,,32.0,新馬,5,11,A03
202608080101050504,新馬,12:20,２歳,芝,1800,4,4,, マーヴィン,牡,2,浜中俊, 55 ,0,112.35,7,61.9,4, 1.55,13.2,,,,,10.7,新馬,5,11,A03
202608080101050505,新馬,12:20,２歳,芝,1800,5,5,, シルバーウィル,牝,2,吉田隼人, 55 ,0,111.26,4,62.8,3, 0.46,12.3,,,,,5.1,新馬,5,11,A03
202608080101050506,新馬,12:20,２歳,芝,1800,5,6,, シネファイル,牝,2,斎藤新, 55 ,0,111.24,3,50.9,7, 0.44,24.2,,,,,9.3,新馬,5,11,A03
202608080101050507,新馬,12:20,２歳,芝,1800,6,7,, ムッチリスタイル,牡,2,岩田望来, 55 ,0,110.93,2,75.1,1, 0.13,-10.0,,,,,2.5,新馬,5,11,A03
202608080101050508,新馬,12:20,２歳,芝,1800,6,8,, ローレルメビウス,牡,2,古川奈穂,53◇,0,113.32,11,31.0,10, 2.52,44.1,,,,,45.2,新馬,5,11,A03
202608080101050509,新馬,12:20,２歳,芝,1800,7,9,, ロマノヴェリテ,牡,2,北村友一, 55 ,0,110.80,1,65.1,2,-0.13,10.0,,,,,15.6,新馬,5,11,A03
202608080101050510,新馬,12:20,２歳,芝,1800,7,10,, マルカローゼ,牝,2,小沢大仁, 55 ,0,112.76,10,38.8,8, 1.96,36.3,,,,,82.4,新馬,5,11,A03
202608080101050511,新馬,12:20,２歳,芝,1800,8,11,, コジアン,牡,2,横山琉人, 55 ,0,112.08,6,37.9,9, 1.28,37.2,,,,,12.0,新馬,5,11,A03
202608080101050512,新馬,12:20,２歳,芝,1800,8,12,, エイシンジュウライ,牡,2,河原田菜,51★,0,111.68,5,54.6,6, 0.88,20.5,,,,,135.4,新馬,5,11,A03
202608080101050601,未勝利・牝,12:50,３歳,芝,2000,1,1,, インテンスゲイズ,牝,3,斎藤新, 55 ,4,122.21,9,39.0,12, 1.03,36.5,,,,,43.7,未勝利,6,12,023
202608080101050602,未勝利・牝,12:50,３歳,芝,2000,1,2,, ポリメトリック,牝,3,松本大輝, 55 ,2,121.85,2,53.1,8, 0.67,22.4,,,,,24.9,未勝利,6,12,023
202608080101050603,未勝利・牝,12:50,３歳,芝,2000,2,3,, オズマップ,牝,3,池添謙一, 55 ,2,122.09,6,43.3,11, 0.91,32.2,,,,,23.5,未勝利,6,12,023
202608080101050604,未勝利・牝,12:50,３歳,芝,2000,2,4,, ウィスカーパッド,牝,3,岩田望来, 55 ,5,121.95,4,68.0,3, 0.77, 7.5,,,,,3.9,未勝利,6,12,023
202608080101050605,未勝利・牝,12:50,３歳,芝,2000,3,5,, ウインアベリア,牝,3,原田和真, 55 ,4,122.93,13,22.8,16, 1.75,52.7,,,,,276.4,未勝利,6,12,023
202608080101050606,未勝利・牝,12:50,３歳,芝,2000,3,6,, インフィオラータ,牝,3,北村友一, 55 ,11,121.91,3,71.9,2, 0.73, 3.6,,,,,8.4,未勝利,6,12,023
202608080101050607,未勝利・牝,12:50,３歳,芝,2000,4,7,, ジョブックボー,牝,3,長浜鴻緒,54☆,2,122.19,8,57.4,7, 1.01,18.1,,,,,12.1,未勝利,6,12,023
202608080101050608,未勝利・牝,12:50,３歳,芝,2000,4,8,, プリュイドール,牝,3,舟山瑠泉,54☆,6,122.55,11,63.3,5, 1.37,12.2,,,,,18.7,未勝利,6,12,023
202608080101050609,未勝利・牝,12:50,３歳,芝,2000,5,9,, マリノリュミエール,牝,3,河原田菜,51★,8,123.40,16,45.4,10, 2.22,30.1,,,,,43.5,未勝利,6,12,023
202608080101050610,未勝利・牝,12:50,３歳,芝,2000,5,10,, ダンツアラーム,牝,3,和田陽希,52▲,10,123.03,14,30.1,13, 1.85,45.4,,,,,77.9,未勝利,6,12,023
202608080101050611,未勝利・牝,12:50,３歳,芝,2000,6,11,, ゴコウコイコイ,牝,3,松山弘平, 55 ,10,122.01,5,75.5,1, 0.83,-3.6,,,,,3.1,未勝利,6,12,023
202608080101050612,未勝利・牝,12:50,３歳,芝,2000,6,12,, ウインカトリーヌ,牝,3,横山武史, 55 ,6,122.51,10,68.0,3, 1.33, 7.5,,,,,5.0,未勝利,6,12,023
202608080101050613,未勝利・牝,12:50,３歳,芝,2000,7,13,, ラングロワブリッジ,牝,3,吉田隼人, 55 ,2,123.18,15,23.4,15, 2.00,52.1,,,,,159.5,未勝利,6,12,023
202608080101050614,未勝利・牝,12:50,３歳,芝,2000,7,14,, グレイスルーラー,牝,3,小林美駒,52▲,5,122.16,7,51.2,9, 0.98,24.3,,,,,109.3,未勝利,6,12,023
202608080101050615,未勝利・牝,12:50,３歳,芝,2000,8,15,, カリドーラ,牝,3,小沢大仁, 55 ,8,122.91,12,27.2,14, 1.73,48.3,,,,,40.5,未勝利,6,12,023
202608080101050616,未勝利・牝,12:50,３歳,芝,2000,8,16,, スウィーティーベル,牝,3,浜中俊, 55 ,6,121.18,1,59.7,6,-0.67,15.8,,,,,25.3,未勝利,6,12,023
202608080101050701,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,1,1,(地), シェーンルスカ,牝,4,遠藤汰月,53▲,11,60.74,12,28.0,12, 1.91,40.9,,,,,316.0,1勝,7,13,A03
202608080101050702,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,2,2,, ワイドデコラシオン,牡,4,横山武史, 58 ,11,59.07,4,68.9,1, 0.24,-1.1,,,,,3.8,1勝,7,13,A03
202608080101050703,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,3,3,, グランセレスト,牡,3,川又賢治, 56 ,10,59.59,9,34.1,10, 0.76,34.8,,,,,27.0,1勝,7,13,A03
202608080101050704,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,4,4,, ロードヴァルカン,牡,4,岩田望来, 58 ,17,59.30,6,67.8,2, 0.47, 1.1,,,,,11.2,1勝,7,13,A03
202608080101050705,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,5,5,, ヨドノゴールド,牡,8,岩田康誠, 58 ,40,59.36,7,58.4,5, 0.53,10.5,,,,,32.6,1勝,7,13,A03
202608080101050706,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,5,6,, ランドスター,牡,3,小林美駒,53▲,8,58.86,2,57.2,6, 0.03,11.7,,,,,6.8,1勝,7,13,A03
202608080101050707,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,6,7,, テーオーナタリー,牝,3,河原田菜,50★,9,58.83,1,61.1,4,-0.03, 7.8,,,,,4.1,1勝,7,13,A03
202608080101050708,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,6,8,, カップッチョ,牡,9,黛弘人, 58 ,84,60.02,11,30.4,11, 1.19,38.5,,,,,141.2,1勝,7,13,A03
202608080101050709,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,7,9,(地), ステラノヴァ,牡,4,舟山瑠泉,57☆,15,59.21,5,49.6,7, 0.38,19.3,,,,,23.7,1勝,7,13,A03
202608080101050710,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,7,10,, グレイトソン,牡,3,和田陽希,53▲,8,59.01,3,65.9,3, 0.18, 3.0,,,,,3.2,1勝,7,13,A03
202608080101050711,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,8,11,(地), セイルロケット,牡,4,古川奈穂,56◇,15,60.01,10,38.0,9, 1.18,30.9,,,,,31.4,1勝,7,13,A03
202608080101050712,１勝ｸﾗｽ,13:20,３歳以上,ダ,1000,8,12,, ランプローグ,牝,3,長浜鴻緒,53☆,7,59.51,8,40.0,8, 0.68,28.9,,,,,17.4,1勝,7,13,A03
202608080101050801,未勝利,13:55,３歳,芝,1200,1,1,, レッドアイスピア,牡,3,河原田菜,53★,8,70.20,12,49.8,9, 1.27,20.9,,,,,34.9,未勝利,8,12,A03
202608080101050802,未勝利,13:55,３歳,芝,1200,1,2,, セイカユウヒ,牡,3,池添謙一, 57 ,16,68.93,1,47.5,11,-0.08,23.2,,,,,61.9,未勝利,8,12,A03
202608080101050803,未勝利,13:55,３歳,芝,1200,2,3,, クリオロゴールド,牡,3,横山武史, 57 ,7,69.85,7,65.1,2, 0.92, 5.6,,,,,12.5,未勝利,8,12,A03
202608080101050804,未勝利,13:55,３歳,芝,1200,2,4,, ソワンドヴィクター,牝,3,長浜鴻緒,54☆,7,69.05,3,47.5,11, 0.12,23.2,,,,,30.3,未勝利,8,12,A03
202608080101050805,未勝利,13:55,３歳,芝,1200,3,5,, クリコイーコ,牝,3,吉田隼人, 55 ,5,70.30,16,24.7,15, 1.37,46.0,,,,,250.4,未勝利,8,12,A03
202608080101050806,未勝利,13:55,３歳,芝,1200,3,6,, リネアベルタ,牝,3,岩田康誠, 55 ,7,70.23,14,54.4,6, 1.30,16.3,,,,,25.7,未勝利,8,12,A03
202608080101050807,未勝利,13:55,３歳,芝,1200,4,7,, ダノンベルビュー,牝,3,松山弘平, 55 ,6,69.57,5,46.9,13, 0.64,23.8,,,,,12.2,未勝利,8,12,A03
202608080101050808,未勝利,13:55,３歳,芝,1200,4,8,, マメーアップル,牝,3,横山琉人, 55 ,8,70.08,10,60.2,5, 1.15,10.5,,,,,7.3,未勝利,8,12,A03
202608080101050809,未勝利,13:55,３歳,芝,1200,5,9,, スッサンエア,牝,3,小林美駒,52▲,6,69.97,8,61.3,4, 1.04, 9.4,,,,,8.2,未勝利,8,12,A03
202608080101050810,未勝利,13:55,３歳,芝,1200,5,10,(外),$ジューンレトリバー,牡,3,横山和生, 57 ,3,70.26,15,22.1,16, 1.33,48.6,,,,,36.2,未勝利,8,12,A03
202608080101050811,未勝利,13:55,３歳,芝,1200,6,11,, ウインドオルフェ,牝,3,黛弘人, 55 ,2,69.08,4,29.1,14, 0.15,41.6,,,,,332.4,未勝利,8,12,A03
202608080101050812,未勝利,13:55,３歳,芝,1200,6,12,, アンジュラフィーユ,牝,3,佐々木大, 55 ,7,70.13,11,63.0,3, 1.20, 7.7,,,,,13.2,未勝利,8,12,A03
202608080101050813,未勝利,13:55,３歳,芝,1200,7,13,, サトノフレイ,牡,3,北村友一, 57 ,6,69.75,6,70.7,1, 0.82,-5.6,,,,,2.2,未勝利,8,12,A03
202608080101050814,未勝利,13:55,３歳,芝,1200,7,14,, モノノケ,牝,3,和田陽希,52▲,8,70.22,13,53.5,8, 1.29,17.2,,,,,17.3,未勝利,8,12,A03
202608080101050815,未勝利,13:55,３歳,芝,1200,8,15,, メイショウテンジン,牡,3,古川吉洋, 57 ,7,69.01,2,54.0,7, 0.08,16.7,,,,,14.3,未勝利,8,12,A03
202608080101050816,未勝利,13:55,３歳,芝,1200,8,16,, ミレニアルピンク,牝,3,斎藤新, 55 ,4,70.00,9,49.7,10, 1.07,21.0,,,,,40.2,未勝利,8,12,A03
202608080101050901,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,1,1,, リュミナーズ,牝,4,長浜鴻緒,55☆,14,106.07,3,43.0,9, 0.75,26.6,,,,,49.7,1勝,9,13,023
202608080101050902,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,2,2,, ヴェールミューズ,牝,3,佐々木大, 53 ,4,106.62,7,49.4,8, 1.30,20.2,,,,,16.7,1勝,9,13,023
202608080101050903,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,3,3,(地), ブーケドグレイス,牝,5,横山琉人, 56 ,21,106.92,10,39.2,11, 1.60,30.4,,,,,137.9,1勝,9,13,023
202608080101050904,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,3,4,, ビーチイン,牝,3,横山和生, 53 ,9,105.32,1,68.1,3,-0.11, 1.5,,,,,1.7,1勝,9,13,023
202608080101050905,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,4,5,, デルマサクラサク,牝,4,横山武史, 56 ,17,106.64,8,68.6,2, 1.32, 1.0,,,,,10.8,1勝,9,13,023
202608080101050906,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,4,6,, ミリオンアップ,牝,3,遠藤汰月,50▲,8,106.81,9,52.9,7, 1.49,16.7,,,,,54.5,1勝,9,13,023
202608080101050907,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,5,7,, オテンバプリンセス,牝,3,松山弘平, 53 ,4,106.93,11,36.0,12, 1.61,33.6,,,,,9.8,1勝,9,13,023
202608080101050908,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,5,8,(地), マインセーラ,牝,3,的場勇人, 53 ,15,107.68,13,26.3,14, 2.36,43.3,,,,,143.6,1勝,9,13,023
202608080101050909,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,6,9,, ライフイズ,牝,3,和田陽希,50▲,9,,,39.3,10,,30.3,,,,,,1勝,9,13,023
202608080101050910,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,6,10,, ランスノーブル,牝,6,原田和真, 56 ,38,105.43,2,56.1,6, 0.11,13.5,,,,,27.6,1勝,9,13,023
202608080101050911,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,7,11,, ジーティーアリア,牝,3,北村友一, 53 ,4,106.60,6,56.3,5, 1.28,13.3,,,,,10.8,1勝,9,13,023
202608080101050912,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,7,12,, スリーケイ,牝,3,斎藤新, 53 ,4,106.29,5,60.5,4, 0.97, 9.1,,,,,18.9,1勝,9,13,023
202608080101050913,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,8,13,, グルーヴィーオン,牝,4,河原田菜,52★,13,107.00,12,34.0,13, 1.68,35.6,,,,,31.4,1勝,9,13,023
202608080101050914,１勝ｸﾗｽ・牝,14:20,３歳以上,ダ,1700,8,14,, カルミアクラウン,牝,4,小林美駒,53▲,16,106.24,4,69.6,1, 0.92,-1.0,,,,,6.0,1勝,9,13,023
202608080101051001,藻岩山特･2勝,14:50,３歳以上,芝,2000,1,1,, スカイサーベイ,牡,5,北村友一, 58 ,12,122.75,7,67.6,1, 1.48,-2.7,,,,,4.7,2勝,10,13,A03
202608080101051002,藻岩山特･2勝,14:50,３歳以上,芝,2000,2,2,(地), ヨシヒロ,牡,4,原田和真, 58 ,17,123.05,8,23.4,8, 1.78,44.2,,,,,168.5,2勝,10,13,A03
202608080101051003,藻岩山特･2勝,14:50,３歳以上,芝,2000,3,3,, エボルヴィング,牡,5,佐々木大, 58 ,14,122.34,6,38.6,7, 1.07,29.0,,,,,18.9,2勝,10,13,A03
202608080101051004,藻岩山特･2勝,14:50,３歳以上,芝,2000,4,4,, メイショウアイル,牡,4,横山琉人, 58 ,16,121.27,1,55.7,4,-0.49,11.9,,,,,4.5,2勝,10,13,A03
202608080101051005,藻岩山特･2勝,14:50,３歳以上,芝,2000,5,5,, バルティカ,牡,4,岩田望来, 58 ,15,122.23,5,44.3,5, 0.96,23.3,,,,,7.6,2勝,10,13,A03
202608080101051006,藻岩山特･2勝,14:50,３歳以上,芝,2000,6,6,, デルマジュテーム,牝,4,的場勇人, 56 ,14,121.76,2,41.4,6, 0.49,26.2,,,,,17.5,2勝,10,13,A03
202608080101051007,藻岩山特･2勝,14:50,３歳以上,芝,2000,7,7,, レーヴドロペラ,牝,4,松山弘平, 56 ,12,121.79,3,63.7,3, 0.52, 3.9,,,,,5.5,2勝,10,13,A03
202608080101051008,藻岩山特･2勝,14:50,３歳以上,芝,2000,8,8,, ビーオンザカバー,牡,4,横山武史, 58 ,14,121.80,4,64.9,2, 0.53, 2.7,,,,,2.5,2勝,10,13,A03
202608080101051101,エルムＳG3,15:25,３歳以上,ダ,1700,1,1,, アクションプラン,牡,6,浜中俊, 57 ,24,104.74,11,22.0,11, 2.10,44.1,,,,,47.8,Ｇ３,11,13,N01
