レースID(新),レース名,発走時刻,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード,着,血統登録番号
202608150101070101,未勝利,10:00,３歳,ダ,1700,1,1,, ジャストグレース,牡,3,古川吉洋, 57 ,6,108.81,5,50.7,8, 1.45,26.1,,,,,60.1,未勝利,1,12,003,,2023102517
202608150101070102,未勝利,10:00,３歳,ダ,1700,2,2,, リベンジャー,牡,3,石川倭, 57 ,2,109.68,12,25.1,13, 2.32,51.7,,,,,42.2,未勝利,1,12,003,,2023104286
202608150101070103,未勝利,10:00,３歳,ダ,1700,3,3,, クルビデンス,牡,3,佐々木大, 57 ,6,107.86,2,73.6,3, 0.50, 3.2,,,,,2.1,未勝利,1,12,003,,2023104001
202608150101070104,未勝利,10:00,３歳,ダ,1700,3,4,, マーゴットデウス,セ,3,小沢大仁, 57 ,6,107.98,3,52.2,6, 0.62,24.6,,,,,34.6,未勝利,1,12,003,,2023103289
202608150101070105,未勝利,10:00,３歳,ダ,1700,4,5,, メイショウシンガン,牡,3,横山琉人, 57 ,4,109.62,11,41.6,9, 2.26,35.2,,,,,20.6,未勝利,1,12,003,,2023104988
202608150101070106,未勝利,10:00,３歳,ダ,1700,4,6,, フレンチブラッサム,牝,3,横山典弘, 55 ,9,107.36,1,76.8,1,-0.50,-1.0,,,,,6.4,未勝利,1,12,003,,2023105062
202608150101070107,未勝利,10:00,３歳,ダ,1700,5,7,, ショウナンタヅナ,牡,3,池添謙一, 57 ,12,108.36,4,75.8,2, 1.00, 1.0,,,,,21.3,未勝利,1,12,003,,2023100531
202608150101070108,未勝利,10:00,３歳,ダ,1700,5,8,, ニットウエース,牡,3,浜中俊, 57 ,2,109.39,10,38.5,10, 2.03,38.3,,,,,16.8,未勝利,1,12,003,,2023104977
202608150101070109,未勝利,10:00,３歳,ダ,1700,6,9,, ロードクローザー,牡,3,横山和生, 57 ,4,109.11,8,25.4,12, 1.75,51.4,,,,,6.9,未勝利,1,12,003,,2023105060
202608150101070110,未勝利,10:00,３歳,ダ,1700,6,10,, アンタレス,牡,3,和田陽希,54▲,5,110.33,14,32.7,11, 2.97,44.1,,,,,12.2,未勝利,1,12,003,,2023100017
202608150101070111,未勝利,10:00,３歳,ダ,1700,7,11,, ゴーントゥファー,セ,3,長浜鴻緒,56☆,4,110.01,13,18.7,14, 2.65,58.1,,,,,110.6,未勝利,1,12,003,,2023106531
202608150101070112,未勝利,10:00,３歳,ダ,1700,7,12,, サンオブザサン,牡,3,斎藤新, 57 ,7,109.03,7,66.0,5, 1.67,10.8,,,,,10.6,未勝利,1,12,003,,2023101979
202608150101070113,未勝利,10:00,３歳,ダ,1700,8,13,, フェンリル,牡,3,菊沢一樹, 57 ,4,108.94,6,51.2,7, 1.58,25.6,,,,,20.6,未勝利,1,12,003,,2023106726
202608150101070114,未勝利,10:00,３歳,ダ,1700,8,14,, ワンダーゾルダート,牡,3,松本大輝, 57 ,9,109.24,9,71.2,4, 1.88, 5.6,,,,,25.3,未勝利,1,12,003,,2023101714
202608150101070201,未勝利*,10:30,２歳,芝,1800,1,1,, マイネルラビリンス,牡,2,菊沢一樹, 55 ,1,111.18,5,53.3,4, 1.20,24.4,,,,,44.8,未勝利,2,11,A03,,2024105029
202608150101070202,未勝利*,10:30,２歳,芝,1800,2,2,, オンザボー,牡,2,佐々木大, 55 ,1,109.98,1,70.0,3,-0.32, 7.7,,,,,12.1,未勝利,2,11,A03,,2024103472
202608150101070203,未勝利*,10:30,２歳,芝,1800,3,3,, イッペイ,牡,2,浜中俊, 55 ,2,110.85,4,77.7,1, 0.87,-5.9,,,,,4.8,未勝利,2,11,A03,,2024104442
202608150101070204,未勝利*,10:30,２歳,芝,1800,4,4,, マイネルサリーレ,牡,2,斎藤新, 55 ,1,110.64,3,36.3,8, 0.66,41.4,,,,,35.3,未勝利,2,11,A03,,2024103571
202608150101070205,未勝利*,10:30,２歳,芝,1800,5,5,, ローザベッラ,牝,2,石川倭, 55 ,1,112.03,10,42.9,7, 2.05,34.8,,,,,73.7,未勝利,2,11,A03,,2024101670
202608150101070206,未勝利*,10:30,２歳,芝,1800,6,6,, カリスマン,牡,2,吉田隼人, 55 ,1,111.69,8,30.2,9, 1.71,47.5,,,,,127.6,未勝利,2,11,A03,,2024106804
202608150101070207,未勝利*,10:30,２歳,芝,1800,7,7,, ラヴァンドローリエ,牝,2,古川吉洋, 55 ,1,111.50,6,48.6,6, 1.52,29.1,,,,,37.8,未勝利,2,11,A03,,2024103131
202608150101070208,未勝利*,10:30,２歳,芝,1800,7,8,, ルージュロマーナ,牝,2,舟山瑠泉,54☆,1,111.65,7,49.4,5, 1.67,28.3,,,,,12.0,未勝利,2,11,A03,,2024102132
202608150101070209,未勝利*,10:30,２歳,芝,1800,8,9,, レゾンフォルテ,牡,2,横山和生, 55 ,1,110.30,2,71.8,2, 0.32, 5.9,,,,,1.3,未勝利,2,11,A03,,2024105188
202608150101070210,未勝利*,10:30,２歳,芝,1800,8,10,, タクミオジュウ,牡,2,長浜鴻緒,54☆,1,111.76,9,19.2,10, 1.78,58.5,,,,,63.0,未勝利,2,11,A03,,2024100130
202608150101070301,未勝利,11:00,３歳,ダ,1000,1,1,, ナブッコ,牡,3,横山武史, 57 ,11,59.89,1,73.0,1,-0.15,-1.5,,,,,9.7,未勝利,3,12,003,,2023104377
202608150101070302,未勝利,11:00,３歳,ダ,1000,2,2,, フェアリーキャット,牝,3,古川奈穂,53◇,4,60.09,3,51.7,7, 0.20,21.3,,,,,8.7,未勝利,3,12,003,,2023104847
202608150101070303,未勝利,11:00,３歳,ダ,1000,3,3,, ソルトアイリス,牝,3,横山和生, 55 ,4,60.42,10,33.6,9, 0.53,39.4,,,,,18.8,未勝利,3,12,003,,2023104169
202608150101070304,未勝利,11:00,３歳,ダ,1000,4,4,, トルークマクト,牝,3,石川倭, 55 ,5,60.31,8,35.3,8, 0.42,37.7,,,,,20.7,未勝利,3,12,003,,2023101088
202608150101070305,未勝利,11:00,３歳,ダ,1000,5,5,, シルフ,牝,3,松本大輝, 55 ,3,60.28,7,27.6,10, 0.39,45.4,,,,,6.8,未勝利,3,12,003,,2023107214
202608150101070306,未勝利,11:00,３歳,ダ,1000,5,6,, アニマレイ,牡,3,小林美駒,54▲,11,60.25,4,71.1,3, 0.36, 1.9,,,,,4.5,未勝利,3,12,003,,2023105279
202608150101070307,未勝利,11:00,３歳,ダ,1000,6,7,, デルマハルナ,牝,3,和田陽希,52▲,3,60.50,11,19.7,11, 0.61,53.3,,,,,40.8,未勝利,3,12,003,,2023101370
202608150101070308,未勝利,11:00,３歳,ダ,1000,6,8,, ダイユウサルターレ,牡,3,佐々木大, 57 ,5,61.14,12,15.7,12, 1.25,57.3,,,,,21.9,未勝利,3,12,003,,2023102809
202608150101070309,未勝利,11:00,３歳,ダ,1000,7,9,, サンライズロイ,牡,3,菱田裕二, 57 ,9,60.27,6,65.3,6, 0.38, 7.7,,,,,12.0,未勝利,3,12,003,,2023106556
202608150101070310,未勝利,11:00,３歳,ダ,1000,7,10,, フェイスリフト,牡,3,古川吉洋, 57 ,14,60.33,9,67.0,5, 0.44, 6.0,,,,,9.0,未勝利,3,12,003,,2023106605
202608150101070311,未勝利,11:00,３歳,ダ,1000,8,11,, メイワキラリ,牡,3,川又賢治, 57 ,10,60.04,2,67.9,4, 0.15, 5.1,,,,,8.2,未勝利,3,12,003,,2023103746
202608150101070312,未勝利,11:00,３歳,ダ,1000,8,12,, ツクバヴァンガード,牡,3,長浜鴻緒,56☆,8,60.26,5,71.5,2, 0.37, 1.5,,,,,5.4,未勝利,3,12,003,,2023101037
202608150101070401,未勝利,11:30,３歳,ダ,2400,1,1,, ザンテソーロ,牡,3,横山武史, 57 ,9,156.68,4,71.6,3, 0.85, 4.6,,,,,7.1,未勝利,4,12,A03,,2023106733
202608150101070402,未勝利,11:30,３歳,ダ,2400,2,2,, シエルブリエ,牡,3,河原田菜,53★,3,159.22,12,30.1,8, 3.39,46.1,,,,,19.5,未勝利,4,12,A03,,2023102187
202608150101070403,未勝利,11:30,３歳,ダ,2400,3,3,, ポップアップ,セ,3,佐々木大, 57 ,7,156.32,2,75.2,2, 0.49, 1.0,,,,,7.7,未勝利,4,12,A03,,2023105444
202608150101070404,未勝利,11:30,３歳,ダ,2400,4,4,, ロードステラート,牡,3,横山琉人, 57 ,11,156.60,3,69.6,4, 0.77, 6.6,,,,,15.4,未勝利,4,12,A03,,2023105838
202608150101070405,未勝利,11:30,３歳,ダ,2400,5,5,, ガビーズメロディ,牡,3,原田和真, 57 ,4,158.43,6,49.5,6, 2.60,26.7,,,,,41.7,未勝利,4,12,A03,,2023106214
202608150101070406,未勝利,11:30,３歳,ダ,2400,5,6,, ウインガネーシャ,牡,3,菊沢一樹, 57 ,8,155.83,1,76.2,1,-0.49,-1.0,,,,,2.1,未勝利,4,12,A03,,2023105870
202608150101070407,未勝利,11:30,３歳,ダ,2400,6,7,, コイバナ,牝,3,和田陽希,52▲,7,158.45,7,48.9,7, 2.62,27.3,,,,,13.8,未勝利,4,12,A03,,2023102700
202608150101070408,未勝利,11:30,３歳,ダ,2400,6,8,, ワイルドカイザー,牡,3,長浜鴻緒,56☆,2,158.62,8,24.8,12, 2.79,51.4,,,,,49.8,未勝利,4,12,A03,,2023102550
202608150101070409,未勝利,11:30,３歳,ダ,2400,7,9,, ブラックパロット,牡,3,舟山瑠泉,56☆,7,158.77,9,28.0,10, 2.94,48.2,,,,,27.3,未勝利,4,12,A03,,2023107307
202608150101070410,未勝利,11:30,３歳,ダ,2400,7,10,, ブロント,牡,3,浜中俊, 57 ,0,159.03,11,28.0,10, 3.20,48.2,,,,,13.4,未勝利,4,12,A03,,2023105678
202608150101070411,未勝利,11:30,３歳,ダ,2400,8,11,, ウインモンクール,牡,3,松本大輝, 57 ,5,158.92,10,29.8,9, 3.09,46.4,,,,,35.3,未勝利,4,12,A03,,2023105889
202608150101070412,未勝利,11:30,３歳,ダ,2400,8,12,, モロノカガヤキ,牡,3,小林美駒,54▲,6,156.82,5,67.7,5, 0.99, 8.5,,,,,7.3,未勝利,4,12,A03,,2023106060
202608150101070501,新馬,12:20,２歳,芝,1200,1,1,, パーフェクトゲーム,牝,2,横山和生, 55 ,0,70.62,7,49.6,6, 0.62,24.9,,,,,5.2,新馬,5,11,A03,,2024105302
202608150101070502,新馬,12:20,２歳,芝,1200,2,2,, スピリッツ,牝,2,小林美駒,52▲,0,71.04,8,37.7,11, 1.04,36.8,,,,,7.2,新馬,5,11,A03,,2024102041
202608150101070503,新馬,12:20,２歳,芝,1200,3,3,, フレンドミラノ,牡,2,河原田菜,51★,0,71.54,10,23.8,12, 1.54,50.7,,,,,30.2,新馬,5,11,A03,,2024100841
202608150101070504,新馬,12:20,２歳,芝,1200,4,4,, ディンクスマッシュ,牡,2,舟山瑠泉,54☆,0,71.52,9,51.1,5, 1.52,23.4,,,,,21.9,新馬,5,11,A03,,2024104842
202608150101070505,新馬,12:20,２歳,芝,1200,5,5,, ジオパークカツキ,牡,2,横山武史, 55 ,0,70.08,2,64.3,2, 0.08,10.2,,,,,3.1,新馬,5,11,A03,,2024102740
202608150101070506,新馬,12:20,２歳,芝,1200,5,6,, ハミングリップス,牝,2,遠藤汰月,52▲,0,70.35,5,45.5,9, 0.35,29.0,,,,,22.5,新馬,5,11,A03,,2024101510
202608150101070507,新馬,12:20,２歳,芝,1200,6,7,, キャンドル,牝,2,浜中俊, 55 ,0,70.09,3,74.5,1, 0.09,-10.2,,,,,8.6,新馬,5,11,A03,,2024101730
202608150101070508,新馬,12:20,２歳,芝,1200,6,8,, アオイスミレ,牝,2,菱田裕二, 55 ,0,70.00,1,60.1,4,-0.08,14.4,,,,,8.8,新馬,5,11,A03,,2024106414
202608150101070509,新馬,12:20,２歳,芝,1200,7,9,, トスカ,牝,2,小沢大仁, 55 ,0,71.62,12,46.0,8, 1.62,28.5,,,,,13.5,新馬,5,11,A03,,2024105538
202608150101070510,新馬,12:20,２歳,芝,1200,7,10,, スマートライナー,牝,2,古川吉洋, 55 ,0,71.57,11,38.0,10, 1.57,36.5,,,,,16.4,新馬,5,11,A03,,2024100838
202608150101070511,新馬,12:20,２歳,芝,1200,8,11,, ゲームチェンジャー,牡,2,原田和真, 55 ,0,70.61,6,47.6,7, 0.61,26.9,,,,,67.0,新馬,5,11,A03,,2024105634
202608150101070512,新馬,12:20,２歳,芝,1200,8,12,, タワーレイヴン,牡,2,横山琉人, 55 ,0,70.23,4,61.2,3, 0.23,13.3,,,,,10.1,新馬,5,11,A03,,2024109022
202608150101070601,未勝利,12:50,３歳,芝,1500,1,1,, グローリーバローズ,セ,3,横山武史, 57 ,4,89.39,8,67.5,4, 2.15,10.4,,,,,13.1,未勝利,6,12,A03,,2023105470
202608150101070602,未勝利,12:50,３歳,芝,1500,2,2,, タマモパルファン,牝,3,荻野琢真, 55 ,1,89.61,11,38.7,10, 2.37,39.2,,,,,30.6,未勝利,6,12,A03,,2023104230
202608150101070603,未勝利,12:50,３歳,芝,1500,3,3,, フラワーフェアリー,牝,3,黛弘人, 55 ,2,90.56,14,22.3,14, 3.32,55.6,,,,,87.1,未勝利,6,12,A03,,2023102361
202608150101070604,未勝利,12:50,３歳,芝,1500,3,4,, ヒャクレツケン,牡,3,遠藤汰月,54▲,11,88.58,4,28.6,12, 1.34,49.3,,,,,124.1,未勝利,6,12,A03,,2023106687
202608150101070605,未勝利,12:50,３歳,芝,1500,4,5,, レイナデルアイレ,牝,3,石川倭, 55 ,5,89.05,7,55.9,7, 1.81,22.0,,,,,10.9,未勝利,6,12,A03,,2023103559
202608150101070606,未勝利,12:50,３歳,芝,1500,4,6,, ニシノシャルム,牝,3,古川奈穂,53◇,7,89.55,10,40.4,9, 2.31,37.5,,,,,29.7,未勝利,6,12,A03,,2023105138
202608150101070607,未勝利,12:50,３歳,芝,1500,5,7,, エアヴァイブス,牝,3,北村友一, 55 ,8,88.91,6,77.9,1, 1.67,-7.8,,,,,4.0,未勝利,6,12,A03,,2023106910
202608150101070608,未勝利,12:50,３歳,芝,1500,5,8,, エイシンキーンラン,牝,3,菊沢一樹, 55 ,4,88.04,2,48.3,8, 0.80,29.6,,,,,12.2,未勝利,6,12,A03,,2023105530
202608150101070609,未勝利,12:50,３歳,芝,1500,6,9,, シャルムグリーン,牡,3,横山琉人, 57 ,8,87.24,1,68.2,3,-0.80, 9.7,,,,,3.9,未勝利,6,12,A03,,2023101459
202608150101070610,未勝利,12:50,３歳,芝,1500,6,10,, ショウナンバーボン,牡,3,小林美駒,54▲,9,89.40,9,70.1,2, 2.16, 7.8,,,,,5.0,未勝利,6,12,A03,,2023106620
202608150101070611,未勝利,12:50,３歳,芝,1500,7,11,, サウンドファミリエ,牝,3,吉田隼人, 55 ,6,88.83,5,60.2,6, 1.59,17.7,,,,,17.6,未勝利,6,12,A03,,2023104254
202608150101070612,未勝利,12:50,３歳,芝,1500,7,12,, ヤマヤロード,牝,3,古川吉洋, 55 ,4,88.18,3,34.7,11, 0.94,43.2,,,,,104.6,未勝利,6,12,A03,,2023100351
202608150101070613,未勝利,12:50,３歳,芝,1500,8,13,, ランウェイミューズ,牝,3,舟山瑠泉,54☆,4,89.84,12,63.8,5, 2.60,14.1,,,,,7.9,未勝利,6,12,A03,,2023107304
202608150101070614,未勝利,12:50,３歳,芝,1500,8,14,, アップターンデイ,牡,3,菱田裕二, 57 ,2,90.54,13,22.5,13, 3.30,55.4,,,,,36.2,未勝利,6,12,A03,,2023106772
202608150101070701,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,1,1,, メリザンド,牝,4,菊沢一樹, 56 ,9,121.74,4,61.2,4, 0.82,14.8,,,,,5.3,1勝,7,13,023,,2022105182
202608150101070702,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,2,2,, エリナ,牝,4,古川奈穂,54◇,10,122.17,10,22.5,15, 1.25,53.5,,,,,104.3,1勝,7,13,023,,2022101492
202608150101070703,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,2,3,, ミッキーテネシー,牝,3,横山武史, 53 ,2,120.92,1,76.0,1,-0.55,-8.4,,,,,2.2,1勝,7,13,023,,2023102238
202608150101070704,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,3,4,, アンディムジーク,牝,3,古川吉洋, 53 ,8,122.37,13,52.2,8, 1.45,23.8,,,,,20.6,1勝,7,13,023,,2023103797
202608150101070705,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,3,5,, エイカイコバチ,牝,3,小沢大仁, 53 ,8,121.65,3,67.6,2, 0.73, 8.4,,,,,19.6,1勝,7,13,023,,2023107144
202608150101070706,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,4,6,, エトワールブーケ,牝,3,横山和生, 53 ,3,122.23,11,65.7,3, 1.31,10.3,,,,,28.2,1勝,7,13,023,,2023105993
202608150101070707,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,4,7,, ニシノエピカリ,牝,4,河原田菜,52★,13,122.72,14,34.0,14, 1.80,42.0,,,,,63.3,1勝,7,13,023,,2022100724
202608150101070708,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,5,8,(地), ヴァーナリー,牝,4,舟山瑠泉,55☆,8,122.31,12,34.4,13, 1.39,41.6,,,,,23.9,1勝,7,13,023,,2022104977
202608150101070709,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,5,9,, アドマイヤシュラ,牝,3,佐々木大, 53 ,3,121.88,5,58.1,6, 0.96,17.9,,,,,7.1,1勝,7,13,023,,2023106840
202608150101070710,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,6,10,, ドマーネ,牝,4,浜中俊, 56 ,10,122.14,9,54.7,7, 1.22,21.3,,,,,26.6,1勝,7,13,023,,2022103271
202608150101070711,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,6,11,(地), ディヒターリーベ,牝,4,石川倭, 56 ,5,121.47,2,59.3,5, 0.55,16.7,,,,,11.2,1勝,7,13,023,,2022105153
202608150101070712,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,7,12,, エイトスターズ,牝,6,小林美駒,53▲,36,123.21,15,35.9,12, 2.29,40.1,,,,,31.8,1勝,7,13,023,,2020103772
202608150101070713,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,7,13,, セットエトワール,牝,3,長浜鴻緒,52☆,3,121.97,6,46.8,9, 1.05,29.2,,,,,20.0,1勝,7,13,023,,2023103792
202608150101070714,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,8,14,, キタノサリスカ,牝,3,和田陽希,50▲,6,122.10,8,38.7,11, 1.18,37.3,,,,,76.0,1勝,7,13,023,,2023105977
202608150101070715,１勝ｸﾗｽ・牝,13:20,３歳以上,芝,2000,8,15,, ルージュスティーズ,牝,4,吉田隼人, 56 ,12,121.98,7,42.3,10, 1.06,33.7,,,,,17.9,1勝,7,13,023,,2022103063
202608150101070801,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,1,1,, フェニーチェドーロ,牝,4,荻野琢真, 56 ,13,107.59,10,33.7,10, 1.41,35.3,,,,,34.6,1勝,8,13,003,,2022101408
202608150101070802,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,2,2,, カリーン,牝,4,北村友一, 56 ,7,107.43,9,41.8,7, 1.25,27.2,,,,,16.7,1勝,8,13,003,,2022105532
202608150101070803,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,3,3,, ザハント,セ,4,小沢大仁, 58 ,13,106.65,3,69.0,1, 0.47,-0.3,,,,,7.7,1勝,8,13,003,,2022102929
202608150101070804,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,4,4,, ファンタイムギフト,セ,4,横山琉人, 58 ,14,107.31,6,41.7,8, 1.13,27.3,,,,,21.6,1勝,8,13,003,,2022102378
202608150101070805,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,5,5,, タイセツナヒ,牡,3,大野拓弥, 55 ,9,107.32,7,40.3,9, 1.14,28.7,,,,,22.4,1勝,8,13,003,,2023102352
202608150101070806,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,6,6,, ビービーバザーク,牡,4,和田陽希,55▲,15,106.77,4,65.1,3, 0.59, 3.9,,,,,5.3,1勝,8,13,003,,2022102397
202608150101070807,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,6,7,, ヒロイックヴァース,牡,3,横山武史, 55 ,7,107.06,5,56.1,5, 0.88,12.9,,,,,5.3,1勝,8,13,003,,2023102418
202608150101070808,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,7,8,, ハイライトニング,セ,3,横山和生, 55 ,8,107.35,8,43.7,6, 1.17,25.3,,,,,16.7,1勝,8,13,003,,2023105381
202608150101070809,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,7,9,, ロードアマルフィ,牡,3,石川倭, 55 ,11,106.30,2,68.7,2, 0.12, 0.3,,,,,3.0,1勝,8,13,003,,2023105786
202608150101070810,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,8,10,, ミスティマウンテン,牡,4,佐々木大, 58 ,15,106.18,1,64.5,4,-0.12, 4.5,,,,,6.3,1勝,8,13,003,,2022101684
202608150101070811,１勝ｸﾗｽ,13:50,３歳以上,ダ,1700,8,11,(地), ピースフルワールド,牝,5,菊沢一樹, 56 ,12,109.20,11,24.8,11, 3.02,44.2,,,,,40.1,1勝,8,13,003,,2021102483
202608150101070901,コスモス,14:25,２歳,芝,1800,1,1,, コスモハナミズキ,牝,2,佐々木大, 55 ,2,110.15,2,54.1,5, 0.15,26.2,,,,,8.7,ｵｰﾌﾟﾝ,9,11,N04,,2024103590
202608150101070902,コスモス,14:25,２歳,芝,1800,2,2,[地], アヴナント,牝,2,吉田隼人, 55 ,3,111.03,6,17.2,8, 1.03,63.1,,,,,59.3,ｵｰﾌﾟﾝ,9,11,N04,,2024102518
202608150101070903,コスモス,14:25,２歳,芝,1800,3,3,, アヴィアトーレ,牡,2,横山武史, 55 ,1,110.55,5,61.5,3, 0.55,18.8,,,,,3.7,ｵｰﾌﾟﾝ,9,11,N04,,2024105890
202608150101070904,コスモス,14:25,２歳,芝,1800,4,4,[地], キャトルブランシュ,牝,2,小野楓馬, 55 ,4,111.12,7,34.4,6, 1.12,45.9,,,,,72.8,ｵｰﾌﾟﾝ,9,11,N04,,2024104046
202608150101070905,コスモス,14:25,２歳,芝,1800,5,5,[地], ミラクルヴェリテ,牝,2,石川倭, 55 ,1,111.48,8,27.7,7, 1.48,52.6,,,,,16.7,ｵｰﾌﾟﾝ,9,11,N04,,2024100380
202608150101070906,コスモス,14:25,２歳,芝,1800,6,6,, アゴルディーノ,牡,2,横山和生, 55 ,1,110.33,3,60.6,4, 0.33,19.7,,,,,3.7,ｵｰﾌﾟﾝ,9,11,N04,,2024105444
202608150101070907,コスモス,14:25,２歳,芝,1800,7,7,, ウインワーグナー,牡,2,菊沢一樹, 55 ,1,110.00,1,80.3,1,-0.15,-16.5,,,,,5.3,ｵｰﾌﾟﾝ,9,11,N04,,2024103053
202608150101070908,コスモス,14:25,２歳,芝,1800,8,8,, デアグランツ,牡,2,浜中俊, 55 ,1,110.36,4,63.8,2, 0.36,16.5,,,,,3.1,ｵｰﾌﾟﾝ,9,11,N04,,2024106399
202608150101071001,知床特別･2勝,15:00,３歳以上,芝,1200,1,1,, ガットネロ,牝,6,小沢大仁, 56 ,28,69.77,9,61.1,6, 0.95,10.2,,,,,28.8,2勝,10,13,023,,2020105073
202608150101071002,知床特別･2勝,15:00,３歳以上,芝,1200,1,2,, セイプリーズ,牝,4,古川吉洋, 56 ,13,69.81,13,71.3,1, 0.99,-0.1,,,,,15.4,2勝,10,13,023,,2022105583
202608150101071003,知床特別･2勝,15:00,３歳以上,芝,1200,2,3,, ムチャスグラシアス,牝,5,佐々木大, 56 ,18,69.62,4,42.6,10, 0.80,28.7,,,,,42.5,2勝,10,13,023,,2021104217
202608150101071004,知床特別･2勝,15:00,３歳以上,芝,1200,2,4,, ブルボンクイーン,牝,5,松本大輝, 56 ,22,69.79,11,42.1,11, 0.97,29.2,,,,,22.9,2勝,10,13,023,,2021100297
202608150101071005,知床特別･2勝,15:00,３歳以上,芝,1200,3,5,, スムースベルベット,牝,6,黛弘人, 56 ,31,69.80,12,32.9,15, 0.98,38.4,,,,,14.0,2勝,10,13,023,,2020106987
202608150101071006,知床特別･2勝,15:00,３歳以上,芝,1200,3,6,, ブライティアダイヤ,牝,5,横山琉人, 56 ,17,69.40,3,35.7,14, 0.58,35.6,,,,,54.4,2勝,10,13,023,,2021102468
202608150101071007,知床特別･2勝,15:00,３歳以上,芝,1200,4,7,, モズトキキ,牝,5,菊沢一樹, 56 ,21,69.70,7,45.8,8, 0.88,25.5,,,,,9.0,2勝,10,13,023,,2021102914
202608150101071008,知床特別･2勝,15:00,３歳以上,芝,1200,4,8,, グランテレーズ,牝,5,舟山瑠泉, 56 ,24,69.65,5,64.4,4, 0.83, 6.9,,,,,8.6,2勝,10,13,023,,2021102401
202608150101071009,知床特別･2勝,15:00,３歳以上,芝,1200,5,9,, ベニシア,牝,5,原田和真, 56 ,22,69.38,2,24.9,16, 0.56,46.4,,,,,33.7,2勝,10,13,023,,2021100662
202608150101071010,知床特別･2勝,15:00,３歳以上,芝,1200,5,10,, メイショウミリオレ,牝,5,池添謙一, 56 ,19,69.66,6,41.9,12, 0.84,29.4,,,,,13.8,2勝,10,13,023,,2021103278
202608150101071011,知床特別･2勝,15:00,３歳以上,芝,1200,6,11,, コックオーヴァン,牝,3,長浜鴻緒, 54 ,8,68.82,1,62.4,5,-0.56, 8.9,,,,,15.2,2勝,10,13,023,,2023106405
202608150101071012,知床特別･2勝,15:00,３歳以上,芝,1200,6,12,, ハリウッドメモリー,牝,4,横山和生, 56 ,17,69.78,10,71.2,2, 0.96, 0.1,,,,,2.7,2勝,10,13,023,,2022100632
202608150101071013,知床特別･2勝,15:00,３歳以上,芝,1200,7,13,, ベビーズブレス,牝,4,荻野琢真, 56 ,13,69.76,8,53.9,7, 0.94,17.4,,,,,30.1,2勝,10,13,023,,2022106351
202608150101071014,知床特別･2勝,15:00,３歳以上,芝,1200,7,14,, ストレイトアスク,牝,5,北村友一, 56 ,18,69.92,15,68.1,3, 1.10, 3.2,,,,,9.7,2勝,10,13,023,,2021102312
202608150101071015,知床特別･2勝,15:00,３歳以上,芝,1200,8,15,, ミニョンマルーン,牝,4,石川倭, 56 ,17,69.91,14,43.0,9, 1.09,28.3,,,,,12.5,2勝,10,13,023,,2022103151
202608150101071016,知床特別･2勝,15:00,３歳以上,芝,1200,8,16,, エルサトアナ,牝,4,菱田裕二, 56 ,17,69.98,16,37.8,13, 1.16,33.5,,,,,52.0,2勝,10,13,023,,2022100933
202608150101071101,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,1,1,, プロミシングスター,牡,5,横山琉人, 54 ,25,106.41,6,59.3,6, 1.08,19.9,,,,,10.1,3勝,11,13,A03,,2021103073
202608150101071102,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,2,2,, マンオブザマッチ,牡,4,舟山瑠泉, 56 ,14,106.19,4,63.5,4, 0.86,15.7,,,,,11.9,3勝,11,13,A03,,2022101677
202608150101071103,報知杯Ｈ･3勝,15:35,３歳以上,ダ,1700,3,3,, キャットテイル,牝,4,横山武史, 53 ,11,106.39,5,67.7,2, 1.06,11.5,,,,,13.6,3勝,11,13,A03,,2022101678
