レースID(新),レース名,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード
202608090101060101,未勝利*,２歳,ダ,1700,1,1,, ベイビーブラザー,牡,2,吉田隼人, 55 ,2,110.87,9,52.9,8, 1.52,20.7,,,,,21.5,未勝利,1,11,A03
202608090101060102,未勝利*,２歳,ダ,1700,2,2,, マーズエクレール,牡,2,岩田康誠, 55 ,1,109.35,1,56.7,6,-0.05,16.9,,,,,3.7,未勝利,1,11,A03
202608090101060103,未勝利*,２歳,ダ,1700,3,3,, シンゼンノト,牡,2,遠藤汰月,52▲,2,110.28,6,71.8,2, 0.93, 1.8,,,,,14.8,未勝利,1,11,A03
202608090101060104,未勝利*,２歳,ダ,1700,4,4,, エコロヴァルド,牡,2,小林美駒,52▲,1,111.48,12,27.1,10, 2.13,46.5,,,,,15.7,未勝利,1,11,A03
202608090101060105,未勝利*,２歳,ダ,1700,5,5,, シャムスクッカ,牡,2,小沢大仁, 55 ,1,110.29,7,65.9,3, 0.94, 7.7,,,,,29.0,未勝利,1,11,A03
202608090101060106,未勝利*,２歳,ダ,1700,5,6,, イチゴワタアメ,牝,2,横山琉人, 55 ,2,110.88,10,27.4,9, 1.53,46.2,,,,,57.6,未勝利,1,11,A03
202608090101060107,未勝利*,２歳,ダ,1700,6,7,, カナデ,牝,2,河原田菜,51★,1,111.47,11,25.0,11, 2.12,48.6,,,,,40.7,未勝利,1,11,A03
202608090101060108,未勝利*,２歳,ダ,1700,6,8,, ヴァイタリズム,牝,2,斎藤新, 55 ,1,109.76,3,60.0,5, 0.41,13.6,,,,,10.4,未勝利,1,11,A03
202608090101060109,未勝利*,２歳,ダ,1700,7,9,, ハイビスカス,牝,2,舟山瑠泉,54☆,2,110.08,4,55.8,7, 0.73,17.8,,,,,12.8,未勝利,1,11,A03
202608090101060110,未勝利*,２歳,ダ,1700,7,10,, テムファイア,牡,2,古川吉洋, 55 ,1,110.14,5,61.3,4, 0.79,12.3,,,,,12.7,未勝利,1,11,A03
202608090101060111,未勝利*,２歳,ダ,1700,8,11,, モーモーワン,牡,2,原田和真, 55 ,1,110.73,8,21.8,12, 1.38,51.8,,,,,152.4,未勝利,1,11,A03
202608090101060112,未勝利*,２歳,ダ,1700,8,12,, サルトヴェローチェ,牡,2,北村友一, 55 ,1,109.40,2,73.6,1, 0.05,-1.8,,,,,2.1,未勝利,1,11,A03
202608090101060201,未勝利,３歳,ダ,1000,1,1,, メイショウマドンナ,牝,3,吉田隼人, 55 ,7,60.10,2,64.8,4, 0.19,16.7,,,,,10.0,未勝利,2,12,A03
202608090101060202,未勝利,３歳,ダ,1000,2,2,, フジコンフィデンス,牝,3,池添謙一, 55 ,3,60.18,5,45.8,7, 0.27,35.7,,,,,15.2,未勝利,2,12,A03
202608090101060203,未勝利,３歳,ダ,1000,3,3,, ケイベエ,牡,3,原田和真, 57 ,12,60.90,11,39.3,8, 0.99,42.2,,,,,82.0,未勝利,2,12,A03
202608090101060204,未勝利,３歳,ダ,1000,4,4,, メイヨシュア,牝,3,小沢大仁, 55 ,2,60.61,8,26.6,10, 0.70,54.9,,,,,89.1,未勝利,2,12,A03
202608090101060205,未勝利,３歳,ダ,1000,5,5,, スイーヴル,牝,3,斎藤新, 55 ,11,59.91,1,81.5,1,-0.19,-2.4,,,,,2.1,未勝利,2,12,A03
202608090101060206,未勝利,３歳,ダ,1000,5,6,, カッサンドラ,牝,3,横山琉人, 55 ,9,60.13,4,79.1,2, 0.22, 2.4,,,,,6.0,未勝利,2,12,A03
202608090101060207,未勝利,３歳,ダ,1000,6,7,, ラブデウザ,牝,3,河原田菜,51★,12,61.07,12,25.9,11, 1.16,55.6,,,,,26.3,未勝利,2,12,A03
202608090101060208,未勝利,３歳,ダ,1000,6,8,, ルクスドリーム,牡,3,北村友一, 57 ,6,60.46,6,49.7,6, 0.55,31.8,,,,,11.1,未勝利,2,12,A03
202608090101060209,未勝利,３歳,ダ,1000,7,9,, マーゴットオネイロ,牡,3,小林美駒,54▲,7,60.11,3,74.5,3, 0.20, 7.0,,,,,3.9,未勝利,2,12,A03
202608090101060210,未勝利,３歳,ダ,1000,7,10,, ハクサンレイホウ,牡,3,黛弘人, 57 ,2,60.78,10,20.3,12, 0.87,61.2,,,,,136.2,未勝利,2,12,A03
202608090101060211,未勝利,３歳,ダ,1000,8,11,, ロングフルスペック,牝,3,古川吉洋, 55 ,5,60.59,7,59.8,5, 0.68,21.7,,,,,34.8,未勝利,2,12,A03
202608090101060212,未勝利,３歳,ダ,1000,8,12,, テリオスルミ,牝,3,遠藤汰月,52▲,6,60.77,9,32.0,9, 0.86,49.5,,,,,64.3,未勝利,2,12,A03
202608090101060301,１勝ｸﾗｽ,３歳以上,芝,2000,1,1,, エオアリイ,牡,4,舟山瑠泉,57☆,12,122.76,9,48.7,7, 2.07,23.3,,,,,15.1,1勝,3,13,003
202608090101060302,１勝ｸﾗｽ,３歳以上,芝,2000,2,2,(地), グランツローゼ,牝,4,河原田菜,52★,18,122.69,8,27.2,9, 2.00,44.8,,,,,38.6,1勝,3,13,003
202608090101060303,１勝ｸﾗｽ,３歳以上,芝,2000,3,3,, マテンロウゼロ,牡,3,横山典弘, 55 ,8,121.37,2,51.5,5, 0.68,20.5,,,,,2.5,1勝,3,13,003
202608090101060304,１勝ｸﾗｽ,３歳以上,芝,2000,4,4,, レジェンドシップ,セ,6,浜中俊, 58 ,30,121.51,3,67.5,2, 0.82, 4.5,,,,,4.6,1勝,3,13,003
202608090101060305,１勝ｸﾗｽ,３歳以上,芝,2000,5,5,, デルシエロ,牡,5,横山琉人, 58 ,31,120.69,1,72.0,1,-0.68,-4.5,,,,,6.8,1勝,3,13,003
202608090101060306,１勝ｸﾗｽ,３歳以上,芝,2000,6,6,, サウンドサンライズ,牝,4,斎藤新, 56 ,9,121.95,4,58.8,3, 1.26,13.2,,,,,11.1,1勝,3,13,003
202608090101060307,１勝ｸﾗｽ,３歳以上,芝,2000,7,7,, ストラニエーロ,牝,4,小林美駒,53▲,11,122.83,10,25.5,10, 2.14,46.5,,,,,12.6,1勝,3,13,003
202608090101060308,１勝ｸﾗｽ,３歳以上,芝,2000,7,8,, ピティロディア,牡,4,池添謙一, 58 ,18,122.41,6,44.8,8, 1.72,27.2,,,,,22.9,1勝,3,13,003
202608090101060309,１勝ｸﾗｽ,３歳以上,芝,2000,8,9,, エイカイコバチ,牝,3,小沢大仁, 53 ,7,121.96,5,53.7,4, 1.27,18.3,,,,,22.2,1勝,3,13,003
202608090101060310,１勝ｸﾗｽ,３歳以上,芝,2000,8,10,, メイショウテンク,牡,3,吉田隼人, 55 ,8,122.52,7,49.7,6, 1.83,22.3,,,,,6.3,1勝,3,13,003
202608090101060401,未勝利,３歳,ダ,1700,1,1,, ロジクリスエス,セ,3,黛弘人, 57 ,6,107.79,6,46.6,9, 0.86,34.5,,,,,26.0,未勝利,4,12,003
202608090101060402,未勝利,３歳,ダ,1700,2,2,, コサージュ,牝,3,古川奈穂,53◇,7,108.82,10,53.4,7, 1.89,27.7,,,,,19.2,未勝利,4,12,003
202608090101060403,未勝利,３歳,ダ,1700,3,3,, オルビスケリー,牝,3,斎藤新, 55 ,2,110.28,14,14.4,14, 3.35,66.7,,,,,22.2,未勝利,4,12,003
202608090101060404,未勝利,３歳,ダ,1700,3,4,, マイネルトレマーズ,牡,3,長浜鴻緒,56☆,5,107.90,7,56.2,6, 0.97,24.9,,,,,7.1,未勝利,4,12,003
202608090101060405,未勝利,３歳,ダ,1700,4,5,, サクセスブルー,牡,3,舟山瑠泉,56☆,7,108.11,8,48.2,8, 1.18,32.9,,,,,17.3,未勝利,4,12,003
202608090101060406,未勝利,３歳,ダ,1700,4,6,, メイショウセンドウ,牡,3,横山和生, 57 ,9,107.13,3,73.6,3, 0.20, 7.5,,,,,6.2,未勝利,4,12,003
202608090101060407,未勝利,３歳,ダ,1700,5,7,, ブルーメンフェスト,牝,3,古川吉洋, 55 ,2,110.00,13,23.6,12, 3.07,57.5,,,,,88.8,未勝利,4,12,003
202608090101060408,未勝利,３歳,ダ,1700,5,8,, メイショウノヴァス,牡,3,小沢大仁, 57 ,8,107.32,5,69.2,5, 0.39,11.9,,,,,6.7,未勝利,4,12,003
202608090101060409,未勝利,３歳,ダ,1700,6,9,,*ホウオウファラオ,牡,3,岩田康誠, 57 ,7,106.97,2,74.8,2, 0.04, 6.3,,,,,5.2,未勝利,4,12,003
202608090101060410,未勝利,３歳,ダ,1700,6,10,, バンダムソレール,牡,3,河原田菜,53★,11,106.93,1,81.1,1,-0.04,-6.3,,,,,4.9,未勝利,4,12,003
202608090101060411,未勝利,３歳,ダ,1700,7,11,, サクセスゴールド,牡,3,吉田隼人, 57 ,7,107.21,4,71.3,4, 0.28, 9.8,,,,,10.6,未勝利,4,12,003
202608090101060412,未勝利,３歳,ダ,1700,7,12,, シーンオブドリーム,セ,3,和田陽希,54▲,1,109.78,12,16.1,13, 2.85,65.0,,,,,12.2,未勝利,4,12,003
202608090101060413,未勝利,３歳,ダ,1700,8,13,, カプリースカラー,牝,3,原田和真, 55 ,8,108.53,9,38.0,10, 1.60,43.1,,,,,78.8,未勝利,4,12,003
202608090101060414,未勝利,３歳,ダ,1700,8,14,, スナークホクサイ,セ,3,遠藤汰月,54▲,6,108.91,11,32.9,11, 1.98,48.2,,,,,57.6,未勝利,4,12,003
202608090101060501,新馬・牝,２歳,芝,1500,1,1,, ガザニア,牝,2,岩田康誠, 55 ,0,92.00,13,34.7,12, 3.31,34.3,,,,,21.5,新馬,5,11,023
202608090101060502,新馬・牝,２歳,芝,1500,2,2,, アブリコース,牝,2,小林美駒,52▲,0,89.39,5,49.4,8, 0.70,19.6,,,,,2.6,新馬,5,11,023
202608090101060503,新馬・牝,２歳,芝,1500,3,3,, アスコットペスカ,牝,2,和田陽希,52▲,0,89.67,7,53.1,5, 0.98,15.9,,,,,121.7,新馬,5,11,023
202608090101060504,新馬・牝,２歳,芝,1500,4,4,, ヌーベルフィズ,牝,2,舟山瑠泉,54☆,0,91.47,9,54.2,4, 2.78,14.8,,,,,19.4,新馬,5,11,023
202608090101060505,新馬・牝,２歳,芝,1500,4,5,, チェッリーニ,牝,2,古川奈穂,53◇,0,89.52,6,52.4,6, 0.83,16.6,,,,,57.1,新馬,5,11,023
202608090101060506,新馬・牝,２歳,芝,1500,5,6,, ソーハッピー,牝,2,荻野琢真, 55 ,0,91.60,10,40.6,10, 2.91,28.4,,,,,70.4,新馬,5,11,023
202608090101060507,新馬・牝,２歳,芝,1500,5,7,, ルイスイメル,牝,2,古川吉洋, 55 ,0,89.20,4,51.6,7, 0.51,17.4,,,,,41.9,新馬,5,11,023
202608090101060508,新馬・牝,２歳,芝,1500,6,8,, インサイドストーム,牝,2,斎藤新, 55 ,0,91.62,11,45.7,9, 2.93,23.3,,,,,70.1,新馬,5,11,023
202608090101060509,新馬・牝,２歳,芝,1500,6,9,, バタフライ,牝,2,原田和真, 55 ,0,91.88,12,26.7,13, 3.19,42.3,,,,,51.6,新馬,5,11,023
202608090101060510,新馬・牝,２歳,芝,1500,7,10,, アヴレディール,牝,2,吉田隼人, 55 ,0,89.09,3,66.9,3, 0.40, 2.1,,,,,50.2,新馬,5,11,023
202608090101060511,新馬・牝,２歳,芝,1500,7,11,, ウィエダンド,牝,2,横山和生, 55 ,0,88.71,2,67.0,2, 0.02, 2.0,,,,,3.6,新馬,5,11,023
202608090101060512,新馬・牝,２歳,芝,1500,8,12,, セイレイカ,牝,2,横山典弘, 55 ,0,91.45,8,38.1,11, 2.76,30.9,,,,,4.3,新馬,5,11,023
202608090101060513,新馬・牝,２歳,芝,1500,8,13,, フォルトゥナロッサ,牝,2,浜中俊, 55 ,0,88.69,1,69.0,1,-0.02,-2.0,,,,,6.6,新馬,5,11,023
202608090101060601,未勝利,３歳,芝,2600,1,1,, ダイナソーコー,牡,3,横山和生, 57 ,6,164.51,7,45.2,9, 1.76,29.1,,,,,25.3,未勝利,6,12,A03
202608090101060602,未勝利,３歳,芝,2600,2,2,, マジックファイヤー,牡,3,岩田康誠, 57 ,8,165.30,12,32.8,12, 2.55,41.5,,,,,37.4,未勝利,6,12,A03
202608090101060603,未勝利,３歳,芝,2600,3,3,, エコロゼルダ,牝,3,和田陽希,52▲,2,165.05,11,36.6,11, 2.30,37.7,,,,,66.9,未勝利,6,12,A03
202608090101060604,未勝利,３歳,芝,2600,3,4,, ブリックアブラック,牡,3,古川奈穂,55◇,9,164.65,9,42.4,10, 1.90,31.9,,,,,29.4,未勝利,6,12,A03
202608090101060605,未勝利,３歳,芝,2600,4,5,, タビニュ,牡,3,池添謙一, 57 ,5,163.28,2,49.9,8, 0.53,24.4,,,,,12.6,未勝利,6,12,A03
202608090101060606,未勝利,３歳,芝,2600,4,6,, ハバタクジユウニ,牝,3,川又賢治, 55 ,2,166.15,14,19.5,14, 3.40,54.8,,,,,102.7,未勝利,6,12,A03
202608090101060607,未勝利,３歳,芝,2600,5,7,, ヘイジュード,牡,3,浜中俊, 57 ,5,164.94,10,61.3,4, 2.19,13.0,,,,,3.7,未勝利,6,12,A03
202608090101060608,未勝利,３歳,芝,2600,5,8,, ミカレオス,牡,3,荻野琢真, 57 ,7,164.24,5,31.0,13, 1.49,43.3,,,,,51.8,未勝利,6,12,A03
202608090101060609,未勝利,３歳,芝,2600,6,9,, フォーチュンローズ,牝,3,古川吉洋, 55 ,6,163.51,3,63.2,3, 0.76,11.1,,,,,11.9,未勝利,6,12,A03
202608090101060610,未勝利,３歳,芝,2600,6,10,, シャンドラファール,牡,3,舟山瑠泉,56☆,7,164.57,8,59.9,6, 1.82,14.4,,,,,5.6,未勝利,6,12,A03
202608090101060611,未勝利,３歳,芝,2600,7,11,, ドンテスタマスター,牡,3,斎藤新, 57 ,6,162.75,1,74.3,1,-0.53,-9.9,,,,,6.4,未勝利,6,12,A03
202608090101060612,未勝利,３歳,芝,2600,7,12,, ラッキーシグネチャ,牝,3,北村友一, 55 ,4,163.78,4,64.4,2, 1.03, 9.9,,,,,11.4,未勝利,6,12,A03
202608090101060613,未勝利,３歳,芝,2600,8,13,, テイエムプレミラン,牡,3,松本大輝, 57 ,10,165.45,13,57.8,7, 2.70,16.5,,,,,26.0,未勝利,6,12,A03
202608090101060614,未勝利,３歳,芝,2600,8,14,, ギオンバヤシ,牡,3,小林美駒,54▲,9,164.49,6,61.0,5, 1.74,13.3,,,,,4.6,未勝利,6,12,A03
202608090101060701,未勝利,３歳,芝,2000,1,1,, グランフルス,牡,3,舟山瑠泉,56☆,7,122.59,11,52.2,8, 1.24,22.5,,,,,28.9,未勝利,7,12,003
202608090101060702,未勝利,３歳,芝,2000,1,2,, オートカリテ,牝,3,長浜鴻緒,54☆,5,121.47,2,56.8,5, 0.12,17.9,,,,,19.3,未勝利,7,12,003
202608090101060703,未勝利,３歳,芝,2000,2,3,, デルマフジ,牡,3,浜中俊, 57 ,5,121.98,6,72.2,3, 0.63, 2.5,,,,,7.0,未勝利,7,12,003
202608090101060704,未勝利,３歳,芝,2000,2,4,, トリニタリオ,牡,3,横山和生, 57 ,9,122.04,7,74.3,2, 0.69, 0.4,,,,,3.0,未勝利,7,12,003
202608090101060705,未勝利,３歳,芝,2000,3,5,, フローレンスフーガ,牡,3,古川吉洋, 57 ,4,121.97,5,44.1,12, 0.62,30.6,,,,,9.7,未勝利,7,12,003
202608090101060706,未勝利,３歳,芝,2000,3,6,, ショウナンアワード,牡,3,小沢大仁, 57 ,9,122.24,8,56.2,6, 0.89,18.5,,,,,29.2,未勝利,7,12,003
202608090101060707,未勝利,３歳,芝,2000,4,7,, メイショウローゼ,牝,3,池添謙一, 55 ,9,122.31,9,74.7,1, 0.96,-0.4,,,,,9.6,未勝利,7,12,003
202608090101060708,未勝利,３歳,芝,2000,4,8,, シークレットシティ,牡,3,斎藤新, 57 ,2,122.80,14,29.7,13, 1.45,45.0,,,,,16.4,未勝利,7,12,003
202608090101060709,未勝利,３歳,芝,2000,5,9,, ウインアトム,牡,3,川又賢治, 57 ,4,121.96,4,44.9,11, 0.61,29.8,,,,,35.5,未勝利,7,12,003
202608090101060710,未勝利,３歳,芝,2000,5,10,, エイシンリーガル,牡,3,松本大輝, 57 ,5,122.53,10,47.9,10, 1.18,26.8,,,,,11.6,未勝利,7,12,003
202608090101060711,未勝利,３歳,芝,2000,6,11,, ウインブリザード,牡,3,遠藤汰月,54▲,5,122.61,12,27.6,14, 1.26,47.1,,,,,24.0,未勝利,7,12,003
202608090101060712,未勝利,３歳,芝,2000,6,12,, ピースフルマインド,牝,3,北村友一, 55 ,5,121.35,1,65.0,4,-0.12, 9.7,,,,,17.5,未勝利,7,12,003
202608090101060713,未勝利,３歳,芝,2000,7,13,, ハートチャン,牝,3,古川奈穂,53◇,3,123.23,15,26.1,15, 1.88,48.6,,,,,36.2,未勝利,7,12,003
202608090101060714,未勝利,３歳,芝,2000,7,14,, メイショウハーブス,牡,3,横山琉人, 57 ,4,121.80,3,51.2,9, 0.45,23.5,,,,,24.5,未勝利,7,12,003
202608090101060715,未勝利,３歳,芝,2000,8,15,, レフィノス,牡,3,荻野琢真, 57 ,6,123.53,16,22.6,16, 2.18,52.1,,,,,91.5,未勝利,7,12,003
202608090101060716,未勝利,３歳,芝,2000,8,16,, ミリオングローリー,牡,3,岩田康誠, 57 ,7,122.71,13,53.6,7, 1.36,21.1,,,,,9.5,未勝利,7,12,003
202608090101060801,１勝ｸﾗｽ,３歳以上,ダ,1700,1,1,(地), タイキフィアリーベ,牡,4,吉田隼人, 58 ,22,107.02,12,50.1,6, 2.29,21.0,,,,,10.7,1勝,8,13,003
202608090101060802,１勝ｸﾗｽ,３歳以上,ダ,1700,2,2,, ファミーユウルーズ,牡,4,和田陽希,55▲,11,107.45,13,28.0,13, 2.72,43.1,,,,,83.9,1勝,8,13,003
202608090101060803,１勝ｸﾗｽ,３歳以上,ダ,1700,3,3,, ノリノドラゴン,牡,3,遠藤汰月,52▲,11,106.82,10,40.1,11, 2.09,31.0,,,,,77.7,1勝,8,13,003
202608090101060804,１勝ｸﾗｽ,３歳以上,ダ,1700,3,4,, ホノボノ,牡,3,長浜鴻緒,54☆,7,106.00,5,48.1,8, 1.27,23.0,,,,,38.6,1勝,8,13,003
202608090101060805,１勝ｸﾗｽ,３歳以上,ダ,1700,4,5,, メイショウコシュウ,牡,3,浜中俊, 55 ,5,105.04,2,61.9,5, 0.31, 9.2,,,,,7.2,1勝,8,13,003
202608090101060806,１勝ｸﾗｽ,３歳以上,ダ,1700,4,6,, ポンピエ,牡,5,斎藤新, 58 ,24,106.48,7,66.4,3, 1.75, 4.7,,,,,6.6,1勝,8,13,003
202608090101060807,１勝ｸﾗｽ,３歳以上,ダ,1700,5,7,, ピエナオルカ,牡,3,小林美駒,52▲,12,105.96,4,67.1,2, 1.23, 4.0,,,,,3.2,1勝,8,13,003
202608090101060808,１勝ｸﾗｽ,３歳以上,ダ,1700,5,8,, テイクオンミー,牡,3,舟山瑠泉,54☆,7,106.11,6,63.2,4, 1.38, 7.9,,,,,10.1,1勝,8,13,003
202608090101060809,１勝ｸﾗｽ,３歳以上,ダ,1700,6,9,(地), クラウンアールシー,牡,4,松本大輝, 58 ,14,106.64,8,36.7,12, 1.91,34.4,,,,,42.8,1勝,8,13,003
202608090101060810,１勝ｸﾗｽ,３歳以上,ダ,1700,6,10,, サンデーパーティー,セ,3,横山琉人, 55 ,7,105.72,3,48.2,7, 0.99,22.9,,,,,16.5,1勝,8,13,003
202608090101060811,１勝ｸﾗｽ,３歳以上,ダ,1700,7,11,, ディアスポラ,牡,5,岩田康誠, 58 ,16,106.74,9,43.8,10, 2.01,27.3,,,,,20.1,1勝,8,13,003
202608090101060812,１勝ｸﾗｽ,３歳以上,ダ,1700,7,12,, ローズマイスター,牡,4,横山和生, 58 ,20,104.73,1,71.1,1,-0.31,-4.0,,,,,5.1,1勝,8,13,003
202608090101060813,１勝ｸﾗｽ,３歳以上,ダ,1700,8,13,(地), ホウオウバローロ,牡,5,小沢大仁, 58 ,24,106.92,11,47.6,9, 2.19,23.5,,,,,25.5,1勝,8,13,003
202608090101060814,１勝ｸﾗｽ,３歳以上,ダ,1700,8,14,, ブリオメンテ,牡,5,池添謙一, 58 ,11,108.01,14,26.8,14, 3.28,44.3,,,,,22.2,1勝,8,13,003
202608090101060901,１勝ｸﾗｽ・牝,３歳以上,芝,1200,1,1,, コスモファーブロス,牝,3,小林美駒,51▲,12,69.78,6,57.6,6, 0.36,12.0,,,,,4.9,1勝,9,13,023
202608090101060902,１勝ｸﾗｽ・牝,３歳以上,芝,1200,1,2,, ニシノサリーナ,牝,3,池添謙一, 54 ,5,69.73,5,69.6,1, 0.31,-0.8,,,,,4.0,1勝,9,13,023
202608090101060903,１勝ｸﾗｽ・牝,３歳以上,芝,1200,2,3,, アイアムステキ,牝,3,浜中俊, 54 ,4,70.18,15,51.1,9, 0.76,18.5,,,,,14.9,1勝,9,13,023
202608090101060904,１勝ｸﾗｽ・牝,３歳以上,芝,1200,2,4,(地), メラヴィリオーザ,牝,6,黛弘人, 56 ,24,70.12,12,33.3,14, 0.70,36.3,,,,,42.0,1勝,9,13,023
202608090101060905,１勝ｸﾗｽ・牝,３歳以上,芝,1200,3,5,, キタノクニカラ,牝,4,遠藤汰月,53▲,18,69.51,2,52.3,8, 0.09,17.3,,,,,56.5,1勝,9,13,023
202608090101060906,１勝ｸﾗｽ・牝,３歳以上,芝,1200,3,6,, アトリウムチャペル,牝,5,横山典弘, 56 ,17,70.10,10,46.9,11, 0.68,22.7,,,,,12.3,1勝,9,13,023
202608090101060907,１勝ｸﾗｽ・牝,３歳以上,芝,1200,4,7,, スプリングデイ,牝,5,古川吉洋, 56 ,20,70.09,9,47.2,10, 0.67,22.4,,,,,44.5,1勝,9,13,023
202608090101060908,１勝ｸﾗｽ・牝,３歳以上,芝,1200,4,8,, ハーモニーソング,牝,4,北村友一, 56 ,15,69.70,4,68.8,2, 0.28, 0.8,,,,,9.3,1勝,9,13,023
202608090101060909,１勝ｸﾗｽ・牝,３歳以上,芝,1200,5,9,, ラプランセス,牝,3,横山琉人, 54 ,8,70.13,13,37.7,13, 0.71,31.9,,,,,11.7,1勝,9,13,023
202608090101060910,１勝ｸﾗｽ・牝,３歳以上,芝,1200,5,10,(地), ルージュベルベット,牝,5,舟山瑠泉,55☆,23,69.82,7,60.6,5, 0.40, 9.0,,,,,8.2,1勝,9,13,023
202608090101060911,１勝ｸﾗｽ・牝,３歳以上,芝,1200,6,11,, ウィングブルー,牝,3,斎藤新, 54 ,11,69.63,3,65.1,4, 0.21, 4.5,,,,,8.4,1勝,9,13,023
202608090101060912,１勝ｸﾗｽ・牝,３歳以上,芝,1200,6,12,(地), マロンカラノテガミ,牝,4,和田陽希,53▲,12,70.42,16,27.5,15, 1.00,42.1,,,,,93.4,1勝,9,13,023
202608090101060913,１勝ｸﾗｽ・牝,３歳以上,芝,1200,7,13,(地), アルマロクザン,牝,6,河原田菜,52★,33,70.11,11,25.5,16, 0.69,44.1,,,,,57.0,1勝,9,13,023
202608090101060914,１勝ｸﾗｽ・牝,３歳以上,芝,1200,7,14,, トレヴィ,牝,4,岩田康誠, 56 ,10,70.04,8,52.4,7, 0.62,17.2,,,,,44.5,1勝,9,13,023
202608090101060915,１勝ｸﾗｽ・牝,３歳以上,芝,1200,8,15,, ノアールビーナス,牝,3,小沢大仁, 54 ,6,69.42,1,65.8,3,-0.09, 3.8,,,,,11.5,1勝,9,13,023
202608090101060916,１勝ｸﾗｽ・牝,３歳以上,芝,1200,8,16,, サトノカスターニャ,牝,3,吉田隼人, 54 ,6,70.14,14,37.8,12, 0.72,31.8,,,,,50.2,1勝,9,13,023
202608090101061001,富良野Ｈ･2勝,３歳以上,ダ,1700,1,1,, マーゴットサンズ,牝,3,古川奈穂, 52 ,7,104.50,3,65.2,4, 0.53,13.7,,,,,8.4,2勝,10,13,A03
202608090101061002,富良野Ｈ･2勝,３歳以上,ダ,1700,2,2,, テイエムゴッホ,牡,3,舟山瑠泉, 54 ,6,105.11,6,61.4,6, 1.14,17.5,,,,,11.1,2勝,10,13,A03
202608090101061003,富良野Ｈ･2勝,３歳以上,ダ,1700,3,3,, プライベートアイズ,牡,4,斎藤新, 56 ,11,104.89,5,66.7,3, 0.92,12.2,,,,,9.4,2勝,10,13,A03
202608090101061004,富良野Ｈ･2勝,３歳以上,ダ,1700,3,4,, テルアスワッド,セ,4,吉田隼人, 55 ,11,105.95,13,34.8,10, 1.98,44.1,,,,,48.5,2勝,10,13,A03
202608090101061005,富良野Ｈ･2勝,３歳以上,ダ,1700,4,5,, フォーワンセルフ,牡,7,河原田菜, 51 ,47,105.71,11,34.4,11, 1.74,44.5,,,,,58.0,2勝,10,13,A03
202608090101061006,富良野Ｈ･2勝,３歳以上,ダ,1700,4,6,, ストラーダ,牝,3,横山琉人, 51 ,5,106.53,14,22.8,14, 2.56,56.1,,,,,25.7,2勝,10,13,A03
202608090101061007,富良野Ｈ･2勝,３歳以上,ダ,1700,5,7,, マーウォルス,牡,4,北村友一, 55 ,17,104.71,4,59.2,7, 0.74,19.7,,,,,15.2,2勝,10,13,A03
202608090101061008,富良野Ｈ･2勝,３歳以上,ダ,1700,5,8,(外),$ベラジオワールド,牡,4,横山和生, 57 ,13,103.97,1,70.6,2,-0.25, 8.3,,,,,4.7,2勝,10,13,A03
202608090101061009,富良野Ｈ･2勝,３歳以上,ダ,1700,6,9,, レディゴディヴァ,牝,4,川又賢治, 52 ,11,105.49,9,33.5,12, 1.52,45.4,,,,,44.7,2勝,10,13,A03
202608090101061010,富良野Ｈ･2勝,３歳以上,ダ,1700,6,10,, リメンバーヒム,牡,4,小沢大仁, 55 ,17,105.15,7,62.4,5, 1.18,16.5,,,,,42.8,2勝,10,13,A03
202608090101061011,富良野Ｈ･2勝,３歳以上,ダ,1700,7,11,(地), ウインハルモニア,牝,4,長浜鴻緒, 53 ,9,105.48,8,46.8,8, 1.51,32.1,,,,,42.8,2勝,10,13,A03
202608090101061012,富良野Ｈ･2勝,３歳以上,ダ,1700,7,12,, チザルピーノ,セ,5,浜中俊, 55 ,11,105.76,12,27.6,13, 1.79,51.3,,,,,17.4,2勝,10,13,A03
202608090101061013,富良野Ｈ･2勝,３歳以上,ダ,1700,8,13,, タガノエルー,牡,3,古川吉洋, 55 ,8,104.22,2,78.9,1, 0.25,-8.3,,,,,2.2,2勝,10,13,A03
202608090101061014,富良野Ｈ･2勝,３歳以上,ダ,1700,8,14,, ネクストダンサー,牝,4,黛弘人, 52 ,13,105.65,10,35.1,9, 1.68,43.8,,,,,52.6,2勝,10,13,A03
202608090101061101,ＵＨＢ賞,３歳以上,芝,1200,1,1,, クファシル,牡,6,小沢大仁, 57 ,18,69.02,11,44.4,12, 0.35,28.6,,,,,68.2,ｵｰﾌﾟﾝ,11,13,N04
202608090101061102,ＵＨＢ賞,３歳以上,芝,1200,1,2,, アスティスプマンテ,牝,5,舟山瑠泉, 55 ,20,68.90,4,73.0,1, 0.23,-2.1,,,,,24.4,ｵｰﾌﾟﾝ,11,13,N04
202608090101061103,ＵＨＢ賞,３歳以上,芝,1200,2,3,, ブラックチャリス,牝,3,吉田隼人, 55 ,6,68.81,2,59.1,5, 0.14,13.9,,,,,4.4,ｵｰﾌﾟﾝ,11,13,N04
